,Rank,Tourist Site Name,Site Link
0,1,The Getty Center,https://www.tripadvisor.com//Attraction_Review-g32655-d147966-Reviews-The_Getty_Center-Los_Angeles_California.html
1,2,Griffith Observatory,https://www.tripadvisor.com//Attraction_Review-g32655-d116887-Reviews-Griffith_Observatory-Los_Angeles_California.html
2,3,Universal Studios Hollywood,https://www.tripadvisor.com//Attraction_Review-g32655-d104417-Reviews-Universal_Studios_Hollywood-Los_Angeles_California.html
3,4,Petersen Automotive Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d116989-Reviews-Petersen_Automotive_Museum-Los_Angeles_California.html
4,5,The Wizarding World of Harry Potter,https://www.tripadvisor.com//Attraction_Review-g32655-d10116569-Reviews-The_Wizarding_World_of_Harry_Potter-Los_Angeles_California.html
5,6,Battleship USS Iowa Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d2440929-Reviews-Battleship_USS_Iowa_Museum-Los_Angeles_California.html
6,7,The Broad,https://www.tripadvisor.com//Attraction_Review-g32655-d8645857-Reviews-The_Broad-Los_Angeles_California.html
7,8,Staples Center,https://www.tripadvisor.com//Attraction_Review-g32655-d616425-Reviews-Staples_Center-Los_Angeles_California.html
8,9,Griffith Park,https://www.tripadvisor.com//Attraction_Review-g32655-d129312-Reviews-Griffith_Park-Los_Angeles_California.html
9,10,The Grove,https://www.tripadvisor.com//Attraction_Review-g32655-d547175-Reviews-The_Grove-Los_Angeles_California.html
10,11,La Brea Tar Pits and Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d143830-Reviews-La_Brea_Tar_Pits_and_Museum-Los_Angeles_California.html
11,12,Walt Disney Concert Hall,https://www.tripadvisor.com//Attraction_Review-g32655-d258384-Reviews-Walt_Disney_Concert_Hall-Los_Angeles_California.html
12,13,Natural History Museum of Los Angeles County,https://www.tripadvisor.com//Attraction_Review-g32655-d103412-Reviews-Natural_History_Museum_of_Los_Angeles_County-Los_Angeles_California.html
13,14,Runyon Canyon Park,https://www.tripadvisor.com//Attraction_Review-g32655-d129374-Reviews-Runyon_Canyon_Park-Los_Angeles_California.html
14,15,Venice Canals Walkway,https://www.tripadvisor.com//Attraction_Review-g32655-d266790-Reviews-Venice_Canals_Walkway-Los_Angeles_California.html
15,16,The Nethercutt Collection,https://www.tripadvisor.com//Attraction_Review-g32655-d674542-Reviews-The_Nethercutt_Collection-Los_Angeles_California.html
16,17,Dodger Stadium,https://www.tripadvisor.com//Attraction_Review-g32655-d615551-Reviews-Dodger_Stadium-Los_Angeles_California.html
17,18,Union Station,https://www.tripadvisor.com//Attraction_Review-g32655-d116315-Reviews-Union_Station-Los_Angeles_California.html
18,19,Hollywood Sign,https://www.tripadvisor.com//Attraction_Review-g32655-d144152-Reviews-Hollywood_Sign-Los_Angeles_California.html
19,20,Bradbury Building,https://www.tripadvisor.com//Attraction_Review-g32655-d127352-Reviews-Bradbury_Building-Los_Angeles_California.html
20,21,Lake Hollywood Park,https://www.tripadvisor.com//Attraction_Review-g32655-d2189209-Reviews-Lake_Hollywood_Park-Los_Angeles_California.html
21,22,Universal CityWalk Hollywood,https://www.tripadvisor.com//Attraction_Review-g32655-d156954-Reviews-Universal_CityWalk_Hollywood-Los_Angeles_California.html
22,23,Los Angeles County Museum of Art,https://www.tripadvisor.com//Attraction_Review-g32655-d106166-Reviews-Los_Angeles_County_Museum_of_Art-Los_Angeles_California.html
23,24,Madame Tussauds Hollywood,https://www.tripadvisor.com//Attraction_Review-g32655-d1634265-Reviews-Madame_Tussauds_Hollywood-Los_Angeles_California.html
24,25,Abbot Kinney Boulevard,https://www.tripadvisor.com//Attraction_Review-g32655-d293308-Reviews-Abbot_Kinney_Boulevard-Los_Angeles_California.html
25,26,Angels Flight Railway,https://www.tripadvisor.com//Attraction_Review-g32655-d142962-Reviews-Angels_Flight_Railway-Los_Angeles_California.html
26,27,"University of California, Los Angeles (UCLA)",https://www.tripadvisor.com//Attraction_Review-g32655-d144145-Reviews-University_of_California_Los_Angeles_UCLA-Los_Angeles_California.html
27,28,Hollywood Forever Cemetery,https://www.tripadvisor.com//Attraction_Review-g32655-d271986-Reviews-Hollywood_Forever_Cemetery-Los_Angeles_California.html
28,29,Citadel Outlets,https://www.tripadvisor.com//Attraction_Review-g32655-d1908285-Reviews-Citadel_Outlets-Los_Angeles_California.html
29,30,Pantages Theatre,https://www.tripadvisor.com//Attraction_Review-g32655-d156499-Reviews-Pantages_Theatre-Los_Angeles_California.html
30,31,The Hollywood Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d156470-Reviews-The_Hollywood_Museum-Los_Angeles_California.html
31,32,OUE Skyspace LA,https://www.tripadvisor.com//Attraction_Review-g32655-d552939-Reviews-OUE_Skyspace_LA-Los_Angeles_California.html
32,33,Los Angeles Central Library,https://www.tripadvisor.com//Attraction_Review-g32655-d143621-Reviews-Los_Angeles_Central_Library-Los_Angeles_California.html
33,34,Olvera Street,https://www.tripadvisor.com//Attraction_Review-g32655-d207644-Reviews-Olvera_Street-Los_Angeles_California.html
34,35,Pierce Brothers Westwood Village Memorial Park,https://www.tripadvisor.com//Attraction_Review-g32655-d644702-Reviews-Pierce_Brothers_Westwood_Village_Memorial_Park-Los_Angeles_California.html
35,36,Dolby Theatre,https://www.tripadvisor.com//Attraction_Review-g32655-d266292-Reviews-Dolby_Theatre-Los_Angeles_California.html
36,37,The Greek Theatre,https://www.tripadvisor.com//Attraction_Review-g32655-d1898538-Reviews-The_Greek_Theatre-Los_Angeles_California.html
37,38,City Hall,https://www.tripadvisor.com//Attraction_Review-g32655-d144156-Reviews-City_Hall-Los_Angeles_California.html
38,39,Echo Park,https://www.tripadvisor.com//Attraction_Review-g32655-d276912-Reviews-Echo_Park-Los_Angeles_California.html
39,40,Urban Light,https://www.tripadvisor.com//Attraction_Review-g32655-d12903209-Reviews-Urban_Light-Los_Angeles_California.html
40,41,Little Tokyo,https://www.tripadvisor.com//Attraction_Review-g32655-d144151-Reviews-Little_Tokyo-Los_Angeles_California.html
41,42,Skirball Cultural Center,https://www.tripadvisor.com//Attraction_Review-g32655-d127362-Reviews-Skirball_Cultural_Center-Los_Angeles_California.html
42,43,Hollywood Bowl Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d560830-Reviews-Hollywood_Bowl_Museum-Los_Angeles_California.html
43,44,Autry Museum of the American West,https://www.tripadvisor.com//Attraction_Review-g32655-d156644-Reviews-Autry_Museum_of_the_American_West-Los_Angeles_California.html
44,45,San Antonio Winery,https://www.tripadvisor.com//Attraction_Review-g32655-d291236-Reviews-San_Antonio_Winery-Los_Angeles_California.html
45,46,Korean Bell of Friendship,https://www.tripadvisor.com//Attraction_Review-g32655-d560766-Reviews-Korean_Bell_of_Friendship-Los_Angeles_California.html
46,47,Cathedral of Our Lady of the Angels,https://www.tripadvisor.com//Attraction_Review-g32655-d258226-Reviews-Cathedral_of_Our_Lady_of_the_Angels-Los_Angeles_California.html
47,48,Topanga State Park,https://www.tripadvisor.com//Attraction_Review-g32655-d156946-Reviews-Topanga_State_Park-Los_Angeles_California.html
48,49,Diorama-museum of Bhagavad-gita,https://www.tripadvisor.com//Attraction_Review-g32655-d13327615-Reviews-Diorama_museum_of_Bhagavad_gita-Los_Angeles_California.html
49,50,Holocaust Museum LA,https://www.tripadvisor.com//Attraction_Review-g32655-d3247718-Reviews-Holocaust_Museum_LA-Los_Angeles_California.html
50,51,Venice Beach,https://www.tripadvisor.com//Attraction_Review-g32655-d104591-Reviews-Venice_Beach-Los_Angeles_California.html
51,52,Hollywood Walk of Fame,https://www.tripadvisor.com//Attraction_Review-g32655-d104576-Reviews-Hollywood_Walk_of_Fame-Los_Angeles_California.html
52,53,Will Rogers State Historic Park,https://www.tripadvisor.com//Attraction_Review-g32655-d129207-Reviews-Will_Rogers_State_Historic_Park-Los_Angeles_California.html
53,54,Venice Skatepark,https://www.tripadvisor.com//Attraction_Review-g32655-d8399455-Reviews-Venice_Skatepark-Los_Angeles_California.html
54,55,Sunset Boulevard,https://www.tripadvisor.com//Attraction_Review-g32655-d156501-Reviews-Sunset_Boulevard-Los_Angeles_California.html
55,56,Stahl House,https://www.tripadvisor.com//Attraction_Review-g32655-d4799627-Reviews-Stahl_House-Los_Angeles_California.html
56,57,Los Angeles Zoo & Botanical Gardens,https://www.tripadvisor.com//Attraction_Review-g32655-d116885-Reviews-Los_Angeles_Zoo_Botanical_Gardens-Los_Angeles_California.html
57,58,Hollywood Hills,https://www.tripadvisor.com//Attraction_Review-g32655-d277005-Reviews-Hollywood_Hills-Los_Angeles_California.html
58,59,Hollyhock House,https://www.tripadvisor.com//Attraction_Review-g32655-d156679-Reviews-Hollyhock_House-Los_Angeles_California.html
59,60,El Pueblo de Los Angeles,https://www.tripadvisor.com//Attraction_Review-g32655-d156672-Reviews-El_Pueblo_de_Los_Angeles-Los_Angeles_California.html
60,61,University of Southern California,https://www.tripadvisor.com//Attraction_Review-g32655-d156699-Reviews-University_of_Southern_California-Los_Angeles_California.html
61,62,Museum of Illusions,https://www.tripadvisor.com//Attraction_Review-g32655-d13797571-Reviews-Museum_of_Illusions-Los_Angeles_California.html
62,63,The Japanese Garden,https://www.tripadvisor.com//Attraction_Review-g32655-d2091936-Reviews-The_Japanese_Garden-Los_Angeles_California.html
63,64,Museum of Tolerance,https://www.tripadvisor.com//Attraction_Review-g32655-d2645568-Reviews-Museum_of_Tolerance-Los_Angeles_California.html
64,65,Annenberg Space for Photography,https://www.tripadvisor.com//Attraction_Review-g32655-d2554782-Reviews-Annenberg_Space_for_Photography-Los_Angeles_California.html
65,66,Studio Tour,https://www.tripadvisor.com//Attraction_Review-g32655-d12200843-Reviews-Studio_Tour-Los_Angeles_California.html
66,67,Hollywood Farmers Market,https://www.tripadvisor.com//Attraction_Review-g32655-d7603086-Reviews-Hollywood_Farmers_Market-Los_Angeles_California.html
67,68,Mission San Fernando,https://www.tripadvisor.com//Attraction_Review-g32655-d144150-Reviews-Mission_San_Fernando-Los_Angeles_California.html
68,69,Melrose Avenue,https://www.tripadvisor.com//Attraction_Review-g32655-d110202-Reviews-Melrose_Avenue-Los_Angeles_California.html
69,70,Japanese American National Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d108333-Reviews-Japanese_American_National_Museum-Los_Angeles_California.html
70,71,Bronson Caves,https://www.tripadvisor.com//Attraction_Review-g32655-d560748-Reviews-Bronson_Caves-Los_Angeles_California.html
71,72,Eames House,https://www.tripadvisor.com//Attraction_Review-g32655-d677151-Reviews-Eames_House-Los_Angeles_California.html
72,73,Hollywood Bowl Overlook,https://www.tripadvisor.com//Attraction_Review-g32655-d626533-Reviews-Hollywood_Bowl_Overlook-Los_Angeles_California.html
73,74,Forest Lawn Memorial Park - Hollywood Hills,https://www.tripadvisor.com//Attraction_Review-g32655-d1307644-Reviews-Forest_Lawn_Memorial_Park_Hollywood_Hills-Los_Angeles_California.html
74,75,Museum of Selfies,https://www.tripadvisor.com//Attraction_Review-g32655-d15236306-Reviews-Museum_of_Selfies-Los_Angeles_California.html
75,76,Candy Cane Lane,https://www.tripadvisor.com//Attraction_Review-g32655-d595979-Reviews-Candy_Cane_Lane-Los_Angeles_California.html
76,77,L.A,https://www.tripadvisor.com//Attraction_Review-g32655-d2044577-Reviews-L_A_Live-Los_Angeles_California.html
77,78,GRAMMY Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d1745928-Reviews-GRAMMY_Museum-Los_Angeles_California.html
78,79,Hollywood Boulevard,https://www.tripadvisor.com//Attraction_Review-g32655-d103401-Reviews-Hollywood_Boulevard-Los_Angeles_California.html
79,80,Angeles Crest Highway,https://www.tripadvisor.com//Attraction_Review-g32655-d277323-Reviews-Angeles_Crest_Highway-Los_Angeles_California.html
80,81,Jurassic Park The Ride,https://www.tripadvisor.com//Attraction_Review-g32655-d12200780-Reviews-Jurassic_Park_The_Ride-Los_Angeles_California.html
81,82,Koreatown,https://www.tripadvisor.com//Attraction_Review-g32655-d143840-Reviews-Koreatown-Los_Angeles_California.html
82,83,Metro Rail,https://www.tripadvisor.com//Attraction_Review-g32655-d491889-Reviews-Metro_Rail-Los_Angeles_California.html
83,84,Venice Beach Boardwalk,https://www.tripadvisor.com//Attraction_Review-g32655-d142853-Reviews-Venice_Beach_Boardwalk-Los_Angeles_California.html
84,85,Exposition Park,https://www.tripadvisor.com//Attraction_Review-g32655-d216628-Reviews-Exposition_Park-Los_Angeles_California.html
85,86,Microsoft Theater,https://www.tripadvisor.com//Attraction_Review-g32655-d1018894-Reviews-Microsoft_Theater-Los_Angeles_California.html
86,87,Flight Path Learning Center & Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d4885399-Reviews-Flight_Path_Learning_Center_Museum-Los_Angeles_California.html
87,88,Watts Towers,https://www.tripadvisor.com//Attraction_Review-g32655-d103415-Reviews-Watts_Towers-Los_Angeles_California.html
88,89,Chinatown,https://www.tripadvisor.com//Attraction_Review-g32655-d116599-Reviews-Chinatown-Los_Angeles_California.html
89,90,Hollywood,https://www.tripadvisor.com//Attraction_Review-g32655-d648331-Reviews-Hollywood-Los_Angeles_California.html
90,91,Revenge of the Mummy - The Ride,https://www.tripadvisor.com//Attraction_Review-g32655-d12200801-Reviews-Revenge_of_the_Mummy_The_Ride-Los_Angeles_California.html
91,92,Hollywood Bowl,https://www.tripadvisor.com//Attraction_Review-g32655-d14838279-Reviews-Hollywood_Bowl-Los_Angeles_California.html
92,93,Travel Town,https://www.tripadvisor.com//Attraction_Review-g32655-d116886-Reviews-Travel_Town-Los_Angeles_California.html
93,94,Orpheum Theater,https://www.tripadvisor.com//Attraction_Review-g32655-d104558-Reviews-Orpheum_Theater-Los_Angeles_California.html
94,95,Lost Spirits Distillery,https://www.tripadvisor.com//Attraction_Review-g32655-d12998011-Reviews-Lost_Spirits_Distillery-Los_Angeles_California.html
95,96,Ahmanson Theatre,https://www.tripadvisor.com//Attraction_Review-g32655-d5584603-Reviews-Ahmanson_Theatre-Los_Angeles_California.html
96,97,Beverly Center,https://www.tripadvisor.com//Attraction_Review-g32655-d181149-Reviews-Beverly_Center-Los_Angeles_California.html
97,98,Avila Adobe,https://www.tripadvisor.com//Attraction_Review-g32655-d156640-Reviews-Avila_Adobe-Los_Angeles_California.html
98,99,Transformers: The Ride - 3D,https://www.tripadvisor.com//Attraction_Review-g32655-d12200847-Reviews-Transformers_The_Ride_3D-Los_Angeles_California.html
99,100,Flower Market,https://www.tripadvisor.com//Attraction_Review-g32655-d156674-Reviews-Flower_Market-Los_Angeles_California.html
100,101,Lake Balboa Park,https://www.tripadvisor.com//Attraction_Review-g32655-d1901722-Reviews-Lake_Balboa_Park-Los_Angeles_California.html
101,102,Marciano Art Foundation,https://www.tripadvisor.com//Attraction_Review-g32655-d12556852-Reviews-Marciano_Art_Foundation-Los_Angeles_California.html
102,103,Samuel Oschin Air & Space Center,https://www.tripadvisor.com//Attraction_Review-g32655-d6758062-Reviews-Samuel_Oschin_Air_Space_Center-Los_Angeles_California.html
103,104,Hollywood Wax Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d127412-Reviews-Hollywood_Wax_Museum-Los_Angeles_California.html
104,105,Museum of Death,https://www.tripadvisor.com//Attraction_Review-g32655-d2018939-Reviews-Museum_of_Death-Los_Angeles_California.html
105,106,Harry Potter and the Forbidden Journey,https://www.tripadvisor.com//Attraction_Review-g32655-d12200696-Reviews-Harry_Potter_and_the_Forbidden_Journey-Los_Angeles_California.html
106,107,Wiltern Theatre,https://www.tripadvisor.com//Attraction_Review-g32655-d276916-Reviews-Wiltern_Theatre-Los_Angeles_California.html
107,108,Los Angeles Convention Center,https://www.tripadvisor.com//Attraction_Review-g32655-d560853-Reviews-Los_Angeles_Convention_Center-Los_Angeles_California.html
108,109,LA Fashion District,https://www.tripadvisor.com//Attraction_Review-g32655-d156676-Reviews-LA_Fashion_District-Los_Angeles_California.html
109,110,The Museum of Contemporary Art,https://www.tripadvisor.com//Attraction_Review-g32655-d127399-Reviews-The_Museum_of_Contemporary_Art-Los_Angeles_California.html
110,111,Westfield Topanga,https://www.tripadvisor.com//Attraction_Review-g32655-d8649633-Reviews-Westfield_Topanga-Los_Angeles_California.html
111,112,Ripley's Believe It or Not!,https://www.tripadvisor.com//Attraction_Review-g32655-d127396-Reviews-Ripley_s_Believe_It_or_Not-Los_Angeles_California.html
112,113,Mosaic Tile House,https://www.tripadvisor.com//Attraction_Review-g32655-d6963646-Reviews-Mosaic_Tile_House-Los_Angeles_California.html
113,114,Playa Del Rey Beach,https://www.tripadvisor.com//Attraction_Review-g32655-d4985576-Reviews-Playa_Del_Rey_Beach-Los_Angeles_California.html
114,115,Temescal Gateway Park,https://www.tripadvisor.com//Attraction_Review-g32655-d596335-Reviews-Temescal_Gateway_Park-Los_Angeles_California.html
115,116,Grand Park,https://www.tripadvisor.com//Attraction_Review-g32655-d6563818-Reviews-Grand_Park-Los_Angeles_California.html
116,117,Art District,https://www.tripadvisor.com//Attraction_Review-g32655-d12457954-Reviews-Art_District-Los_Angeles_California.html
117,118,Capitol Records Building,https://www.tripadvisor.com//Attraction_Review-g32655-d156472-Reviews-Capitol_Records_Building-Los_Angeles_California.html
118,119,Los Angeles Memorial Coliseum,https://www.tripadvisor.com//Attraction_Review-g32655-d560855-Reviews-Los_Angeles_Memorial_Coliseum-Los_Angeles_California.html
119,120,Mrs,https://www.tripadvisor.com//Attraction_Review-g32655-d7736397-Reviews-Mrs_Fish-Los_Angeles_California.html
120,121,Heritage Square Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d108636-Reviews-Heritage_Square_Museum-Los_Angeles_California.html
121,122,Hollywood Reservoir,https://www.tripadvisor.com//Attraction_Review-g32655-d156686-Reviews-Hollywood_Reservoir-Los_Angeles_California.html
122,123,California African American Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d127482-Reviews-California_African_American_Museum-Los_Angeles_California.html
123,124,Park La Brea,https://www.tripadvisor.com//Attraction_Review-g32655-d266814-Reviews-Park_La_Brea-Los_Angeles_California.html
124,125,Dorothy Chandler Pavilion,https://www.tripadvisor.com//Attraction_Review-g32655-d3748516-Reviews-Dorothy_Chandler_Pavilion-Los_Angeles_California.html
125,126,Cabrillo Marine Aquarium,https://www.tripadvisor.com//Attraction_Review-g32655-d127574-Reviews-Cabrillo_Marine_Aquarium-Los_Angeles_California.html
126,127,Wells Fargo Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d1868381-Reviews-Wells_Fargo_Museum-Los_Angeles_California.html
127,128,Point Fermin Park,https://www.tripadvisor.com//Attraction_Review-g32655-d560778-Reviews-Point_Fermin_Park-Los_Angeles_California.html
128,129,Hammer Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d127420-Reviews-Hammer_Museum-Los_Angeles_California.html
129,130,Dockweiler State Beach,https://www.tripadvisor.com//Attraction_Review-g32655-d560779-Reviews-Dockweiler_State_Beach-Los_Angeles_California.html
130,131,Los Feliz,https://www.tripadvisor.com//Attraction_Review-g32655-d276911-Reviews-Los_Feliz-Los_Angeles_California.html
131,132,Banc of California Stadium,https://www.tripadvisor.com//Attraction_Review-g32655-d13921415-Reviews-Banc_of_California_Stadium-Los_Angeles_California.html
132,133,Will Rogers State Beach,https://www.tripadvisor.com//Attraction_Review-g32655-d560706-Reviews-Will_Rogers_State_Beach-Los_Angeles_California.html
133,134,Lake Shrine Temple and Retreat,https://www.tripadvisor.com//Attraction_Review-g32655-d2189363-Reviews-Lake_Shrine_Temple_and_Retreat-Los_Angeles_California.html
134,135,The Santee Alley,https://www.tripadvisor.com//Attraction_Review-g32655-d2695296-Reviews-The_Santee_Alley-Los_Angeles_California.html
135,136,Angelino Heights Historic Area,https://www.tripadvisor.com//Attraction_Review-g32655-d2178194-Reviews-Angelino_Heights_Historic_Area-Los_Angeles_California.html
136,137,FIDM Museum and Galleries,https://www.tripadvisor.com//Attraction_Review-g32655-d2408942-Reviews-FIDM_Museum_and_Galleries-Los_Angeles_California.html
137,138,Point Fermin Lighthouse,https://www.tripadvisor.com//Attraction_Review-g32655-d3198464-Reviews-Point_Fermin_Lighthouse-Los_Angeles_California.html
138,139,The Walking Dead Attraction,https://www.tripadvisor.com//Attraction_Review-g32655-d12200960-Reviews-The_Walking_Dead_Attraction-Los_Angeles_California.html
139,140,Cabrillo Beach,https://www.tripadvisor.com//Attraction_Review-g32655-d255305-Reviews-Cabrillo_Beach-Los_Angeles_California.html
140,141,Bob Baker Marionette Theater,https://www.tripadvisor.com//Attraction_Review-g32655-d3332115-Reviews-Bob_Baker_Marionette_Theater-Los_Angeles_California.html
141,142,Hauser & Wirth,https://www.tripadvisor.com//Attraction_Review-g32655-d10319465-Reviews-Hauser_Wirth-Los_Angeles_California.html
142,143,Downtown Historic District,https://www.tripadvisor.com//Attraction_Review-g32655-d1231268-Reviews-Downtown_Historic_District-Los_Angeles_California.html
143,144,Guinness World Records Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d127334-Reviews-Guinness_World_Records_Museum-Los_Angeles_California.html
144,145,Wildlife Learning Center,https://www.tripadvisor.com//Attraction_Review-g32655-d2391442-Reviews-Wildlife_Learning_Center-Los_Angeles_California.html
145,146,S.S,https://www.tripadvisor.com//Attraction_Review-g32655-d1837388-Reviews-S_S_Lane_Victory-Los_Angeles_California.html
146,147,Kenneth Hahn State Recreation Area,https://www.tripadvisor.com//Attraction_Review-g32655-d4588563-Reviews-Kenneth_Hahn_State_Recreation_Area-Los_Angeles_California.html
147,148,Geffen Playhouse,https://www.tripadvisor.com//Attraction_Review-g32655-d259968-Reviews-Geffen_Playhouse-Los_Angeles_California.html
148,149,Los Angeles Police Museum,https://www.tripadvisor.com//Attraction_Review-g32655-d3442954-Reviews-Los_Angeles_Police_Museum-Los_Angeles_California.html
149,150,Melrose Place,https://www.tripadvisor.com//Attraction_Review-g32655-d538096-Reviews-Melrose_Place-Los_Angeles_California.html
